work_id,title,rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,chapters,comments,kudos,bookmarks,hits
10487811,Heart of a Rebel,Teen And Up Audiences,Gen,Star Wars: Rebels,"Kallus | ISB-021 & Garazeb ""Zeb"" Orrelios, Kallus | ISB-021/Garazeb ""Zeb"" Orrelios, Kallus | ISB-021 & Ghost Crew","Kallus | ISB-021, Garazeb ""Zeb"" Orrelios, Kanan Jarrus, Hera Syndulla, Ezra Bridger, Sabine Wren","Spoilers, Post-Zero Hour, Post-Finale, Aftermath, Spies & Secret Agents, traitors, Rebels, Loyalty, Identity Issues, Guilt, past genocide, Survival, Survivor Guilt, Comfort, Camaraderie, Friendship, New Beginnings, Hopeful Ending",English,2017-03-29,Completed,2017-03-30,5599,2/2,62,355,53,3232
7549513,The Bitter End,Not Rated,Gen,"Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebellion Era - All Media Types, Star Wars: Rebels",Anakin Skywalker & Ahsoka Tano,"Anakin Skywalker | Darth Vader, Ahsoka Tano","i'm constantly miserable over snips and skyguy, i implore you all to suffer with me",English,2016-07-21,Completed,2016-07-21,1284,1/1,84,355,59,2492
14016459,revelation,Teen And Up Audiences,Gen,"Star Wars - All Media Types, Star Wars: Rebels","Anakin Skywalker & Ahsoka Tano, Leia Organa & Anakin Skywalker, CT-7567 | Rex & Anakin Skywalker","Anakin Skywalker | Darth Vader, Ahsoka Tano, CT-7567 | Rex, Ezra Bridger, Kanan Jarrus, Leia Organa, Bail Organa, Yoda (Star Wars), Obi-Wan Kenobi","Episode: s02e21-22 Twilight of the Apprentice, Post-Episode: s02e21-22 Twilight of the Apprentice, Angst, Feels, Angst and Feels, Alternate Universe, Alternate Universe - Canon Divergence, Alternate Universe - Anakin Skywalker Doesn't Turn to the Dark Side, Suitless Vader",English,2018-03-18,Completed,2018-04-24,24068,7/7,101,355,32,5669
13900452,Next Season,Explicit,"F/M, F/F, M/M",Star Wars: Rebels,"Kanan Jarrus/Hera Syndulla, Ketsu Onyo/Sabine Wren, Alexsandr Kallus/Garazeb ""Zeb"" Orrelios","Hera Syndulla, C1-10P | Chopper, Original Characters, Kanan Jarrus, Ezra Bridger, Sabine Wren, Garazeb ""Zeb"" Orrelios, Alexsandr Kallus, CT-7567 | Rex, Mart Mattin, Wedge Antilles, Ketsu Onyo, Jacen Syndulla, Luke Skywalker, Leia Organa, Ackbar (Star Wars), Lando Calrissian, Jan Dodonna, Ahsoka Tano","Pregnancy, vague mentions of abortion, future character death in the background, Season/Series 04, Established Relationship, Oral Sex, Chair Sex, Table Sex, sex during pregnancy, chapter 2 has lots of sex, Secrets, the best pilot in the galaxy, flying combat, character injury, canon torture, flight of the defender, rebel assault, Jedi Night, Major character death - Freeform, Grief, Morning Sickness, Counseling, Masturbation, Dreams, Traditions, Space family, Inappropriate bets, Lothal, Shopping, down time, Space Combat, Battle of Scarif, Rogue One - Freeform, hammerhead corvette!, Yavin 4, Stardust - Freeform, Alderaan, Death Star, labor, Childbirth, domestic life, Lothwolves, Dogfight - Freeform, Hoth, did i mention babies yet?, Babies!, One baby, Work/Life Balance, Advice, Bounty Hunters, Capture, this story has it all apparently, Return of the Jedi, Second Death Star, Existential Anxiety, parenting, Breakups, wine and cheesecake, wine and cheesecake needs its own tag, Battle of Endor, Battle for Coruscant, forces of destiny: an imperial feast, The New Republic - Freeform, Quests, letting go, Travel, ask me no questions i'll tell you no lies, but one of these days you'll get a surprise",English,2018-03-07,Completed,2018-04-05,39047,18/18,568,354,44,6230
5631997,Problematic Solutions,Not Rated,,Star Wars: Rebels,"Ezra Bridger & Kanan Jarrus, Space Family (Star Wars Rebels)","Ezra Bridger, Kanan Jarrus, Sabine Wren, Hera Syndulla, Garazeb ""Zeb"" Orrelios, C1-10P | Chopper","Tooth-Rotting Fluff, Father-Son Relationship, sorta Christmas fluff?, that's when it was written, Kanan and Ezra are complete dorks, everyone else just groans",English,2016-01-04,Completed,2016-01-04,924,1/1,21,353,55,3255
4835939,Fade to Black,Explicit,F/M,Star Wars: Rebels,Kanan Jarrus/Hera Syndulla,"Kanan Jarrus, Hera Syndulla","Fluff and Smut, Oral Sex, Mutual Masturbation, Mind/Mood Altering Substances, PIV, Sleepy Cuddles, Established Relationship, Massage, Mutual Caretaking, Makeup Sex, Emotional Hurt/Comfort, Angst, Hurt/Comfort, Blindfolds, Canon-Typical Violence",English,2015-09-20,Completed,2015-10-04,29499,15/15,271,353,50,10858
10455369,Warmth,Teen And Up Audiences,M/M,Star Wars: Rebels,"Kallus | ISB-021/Garazeb ""Zeb"" Orrelios","Garazeb ""Zeb"" Orrelios, Kallus | ISB-021","Spoilers, Post-Zero Hour, Post-Finale, Aftermath, Hurt/Comfort, reconnection, Awkwardness, Developing Relationship, Keepsakes, Hopeful Ending",English,2017-03-26,Completed,2017-03-26,1673,1/1,31,351,52,2847
13618029,Fireburst,Teen And Up Audiences,,"Star Wars - All Media Types, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Clone Wars (2003) - All Media Types, Star Wars: Rebels","212th Attack Battalion & Obi-Wan Kenobi, CC-2224 | Cody & Obi-Wan Kenobi, CC-2224 | Cody & CT-7567 | Rex, CT-7567 | Rex & Ahsoka Tano, Ezra Bridger & CT-7567 | Rex, Obi-Wan Kenobi & Ahsoka Tano","Obi-Wan Kenobi, 212th Attack Battalion, CC-2224 | Cody, CT-7567 | Rex, Kanan Jarrus, Ezra Bridger, Ahsoka Tano","Female Obi-Wan Kenobi, Wingfic, Wings, Alternate Universe - Canon Divergence",English,2018-02-11,Completed,2018-02-11,3672,1/1,10,350,16,4728
13651935,Firestarter,Teen And Up Audiences,,"Star Wars - All Media Types, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Clone Wars (2003) - All Media Types, Star Wars: Rebels","CC-2224 | Cody & Obi-Wan Kenobi, CC-2224 | Cody & CT-7567 | Rex, CT-7567 | Rex & Ahsoka Tano, Obi-Wan Kenobi & CT-7567 | Rex, Ezra Bridger & CT-7567 | Rex, 212th Attack Battalion & Obi-Wan Kenobi","Obi-Wan Kenobi, 212th Attack Battalion, CC-2224 | Cody, CT-7567 | Rex, Ahsoka Tano, Ezra Bridger, Kanan Jarrus","Female Obi-Wan Kenobi, Wingfic, Wings, Alternate Universe - Canon Divergence",English,2018-02-13,Completed,2018-02-13,3689,1/1,24,348,17,4762
14719869,Last Known Trajectory,Mature,"F/M, M/M, Multi","Star Wars - All Media Types, Star Wars: Rebels, Star Wars: Thrawn - Timothy Zahn, Star Wars: Thrawn Alliances - Timothy Zahn, Star Wars: Thrawn Series - Timothy Zahn (2017)","Ezra Bridger & Thrawn | Mitth'raw'nuruodo, Thrawn | Mitth'raw'nuruodo & Eli Vanto, Ezra Bridger & Eli Vanto, Thrawn | Mitth'raw'nuruodo/Original Female Character(s), Eli Vanto/Ezra Bridger, Ezra Bridger/Eli Vanto","Ezra Bridger, Thrawn | Mitth'raw'nuruodo, Kanan Jarrus, Eli Vanto, Ar'alani (Star Wars), Original Chiss Character(s)","Survival, Post-Finale, tags added as needed, Post-Canon, Hurt, Slow Burn, Castaways, Enemies to Allies, Enemies to Friends, Platonic Thranto, Chiss headcanon, Alien Culture, Cultural Shock, Ascendancy politics, Force Shenanigans, Force animals, Alliances spoilers, Chiss Politics, Chiss intrigue, Adult Ezra Bridger, Found Family, Stranded",English,2018-05-21,Completed,2019-06-28,132736,23/23,582,347,74,6850
10520676,"Another Mission, Another Mess",Teen And Up Audiences,"M/M, F/M",Star Wars: Rebels,"Kallus | ISB-021/Garazeb ""Zeb"" Orrelios, Kanan Jarrus/Hera Syndulla","Hera Syndulla, Kanan Jarrus, Kallus | ISB-021, Garazeb ""Zeb"" Orrelios, Ezra Bridger, Sabine Wren","Future Fic, Canon-Typical Violence, Missions, Missions Gone Wrong, Protectiveness, Angst, Guilt, Love, Developing Relationship, Team as Family, Post-Zero Hour",English,2017-04-02,Completed,2017-04-08,6538,2/2,37,345,48,2933
14700105,"The Colder the Winter, the Warmer the Spring",Explicit,"F/M, M/M, Multi, F/F","Star Wars: Rebels, Star Wars - All Media Types, Star Wars: Rebellion Era - All Media Types","Alexsandr Kallus/Garazeb ""Zeb"" Orrelios, Kanan Jarrus/Hera Syndulla, CT-7567 | Rex/Ahsoka Tano, Original Female Character/Original Female Character, Jun Sato/Original Female Character, Wedge Antilles/Original Female Character","Garazeb ""Zeb"" Orrelios, Alexsandr Kallus, Kanan Jarrus, Hera Syndulla, C1-10P | Chopper, Ezra Bridger, Sabine Wren, CT-7567 | Rex, Thrawn | Mitth'raw'nuruodo, Ahsoka Tano, Wedge Antilles, Maz Kanata, Jan Dodonna, Arihnda Pryce, Davits Draven, Cassian Andor","Accidental Baby Acquisition, Gods but I've been waiting to use that tag, Space family, Partly established relationship, Pre Zero Hour, May have inadvertently pulled a 'help me Obi-wan Kenobi', Guilty Kallus, PTSD, Flashbacks, Self-Harm, UST, very veiled threats of non-con, Secret origins of Agent Kallus!, Reproductive Coercion, Fairly disturbing mad science, Cunnilingus, Vaginal Sex, birth scene, Star Wars Art Critic - Grand Admiral Thrawn edition, Miscarriage, Aftermath of brainwashing, Oral Sex, Anal Sex, Xeno Biology, Child in Peril, Torture, non-con, Non-Consensual Drug Use, Mutilation, This has a happy ending!, I promise, I think we could safely classify this as dark Kallus, Mentions of sexual slavery, teenagers being teenagers, Hand Jobs",English,2018-05-18,Updated,2019-12-28,247191,20/25,301,344,75,8449
3496196,Given and Denied,Teen And Up Audiences,"F/M, Gen",Star Wars: Rebels,Kanan Jarrus/Hera Syndulla,"Kanan Jarrus, Hera Syndulla, Ahsoka Tano","Aftermath of Torture, Hurt/Comfort, Established Relationship, This fandom needs help",English,2015-03-07,Updated,2015-04-25,10692,3/?,39,344,43,5292
7296298,Stay the Course,Mature,M/M,"Star Wars - All Media Types, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebels",CC-2224 | Cody/Obi-Wan Kenobi,"Obi-Wan Kenobi, CC-2224 | Cody, Canon Character(s), Ahsoka Tano","Discussions of War, Angst, sex-work treated as a normal job",English,2016-06-25,Completed,2016-07-09,3744,3/3,49,342,8,3590
10575342,What We Want,Explicit,M/M,Star Wars: Rebels,"Kallus | ISB-021/Garazeb ""Zeb"" Orrelios, Alexsandr Kallus/Garazeb ""Zeb"" Orrelios","Kallus | ISB-021, Garazeb ""Zeb"" Orrelios, Alexsandr Kallus","Plot What Plot/Porn Without Plot, Porn with Feelings, trash day, throw your feels away",English,2017-04-09,Completed,2017-04-09,12094,1/1,29,342,57,5039
9810746,Two Suns' Worth,Teen And Up Audiences,"F/M, M/M","Star Wars - All Media Types, Star Wars Original Trilogy, Rogue One: A Star Wars Story (2016), Star Wars: Rebels","Pre-Luke Skywalker/Bodhi Rook/Ezra Bridger, Leia Organa & Luke Skywalker & Han Solo, C-3PO & R2-D2 & Chopper, Luke Skywalker & Ezra Bridger, Luke Skywalker & Bodhi Rook, Cassian Andor & Jyn Erso & Chirrut Imwe & Baze Malbus & Bodhi Rook, Chirrut Imwe/Baze Malbus - background relationship, Cassian Andor/Jyn Erso - background relationship","Luke Skywalker, Bodhi Rook, Ezra Bridger, Leia Organa, Han Solo, R2-D2, C-3PO, Chirrut Imwe, Baze Malbus, Cassian Andor, Jyn Erso, C1-10P | Chopper, Chewbacca, Minor Original Characters - Character","Alternate Universe - Everyone Lives/Nobody Dies, Alternate Universe - Canon Divergence, Fluff, Angst, PTSD, Handicapped/Disabled Character, Amputee AU, Tatooine Culture, Han and Luke platonically have to share a bed, Which results in soul searching late night sleepover chats, Luke is predictably a huge fan of this, Han not so much (though he secretly loves it), Luke is also Oblivious, Don't copy to another site",English,2017-02-18,Completed,2017-02-18,14805,1/1,64,341,57,2659
9646148,Unscheduled Contact,Explicit,M/M,Star Wars: Rebels,"Kallus | ISB-021/Garazeb ""Zeb"" Orrelios","Kallus | ISB-021, Garazeb ""Zeb"" Orrelios, Hera Syndulla, Yogar Lyste","Xeno, because it is, Anal Sex, Cussing, does that even need to be warning?, does anyone care about cussing?, Knotting, not ABO but there is knotting, because aliens that's why, averyimperialvalentine's, day 3 challenge, and it's LATE, by three hours",English,2017-02-10,Completed,2017-02-10,3481,1/1,14,339,40,4535
14249748,Firestorm,Teen And Up Audiences,,"Star Wars - All Media Types, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Clone Wars (2003) - All Media Types, Star Wars: Rebels","CC-2224 | Cody/Obi-Wan Kenobi, 212th Attack Battalion & Obi-Wan Kenobi","Obi-Wan Kenobi, CC-2224 | Cody, 212th Attack Battalion","Female Obi-Wan Kenobi, Wingfic, Wings",English,2018-04-08,Completed,2018-04-08,1803,1/1,44,337,14,4400
14162259,"one door closes, another opens",Teen And Up Audiences,F/M,"Star Wars - All Media Types, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebels","Obi-Wan Kenobi & Ahsoka Tano, Kanan Jarrus & Ahsoka Tano, CT-7567 | Rex & Ahsoka Tano, Obi-Wan Kenobi & Anakin Skywalker, Obi-Wan Kenobi/Satine Kryze, Padme Amidala/Anakin Skywalker, Obi-wan Kenobi & Ahsoka Tano & Padme Amidala","Ahsoka Tano, Obi-Wan Kenobi, Padme Amidala, Kanan Jarrus, CT-7567 | Rex, Satine Kryze, Depa Billaba, Bail Organa, Bo-Katan Kryze, Yoda (Star Wars), Anakin Skywalker | Darth Vader, CT-6116 | Kix","Time Travel, Alternate Universe - Canon Divergence, Parallel Universes, Padme Amidala Lives, Satine Kryze Lives, Order 66, Minor Character Death",English,2018-03-31,Completed,2018-06-10,41086,11/11,60,335,66,6893
9091102,Just a Tooka,Teen And Up Audiences,Gen,"Star Wars - All Media Types, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars Prequel Trilogy, Star Wars Original Trilogy, Star Wars: Rebels","Obi-Wan Kenobi & Anakin Skywalker, Anakin Skywalker & Ahsoka Tano, Qui-Gon Jinn & Obi-Wan Kenobi","Anakin Skywalker, Obi-Wan Kenobi, Ahsoka Tano, Qui-Gon Jinn, Luke Skywalker, Leia Organa, An extremely peculiar tooka","unabashed sap, also some angst, lots of fluff, literal fluff because tooka, can has loth-cat tiemz now, missing scenes and filled-in blanks, Happy Ending, no not that kind you pervert",English,2016-12-28,Completed,2016-12-28,12015,1/1,22,335,111,3127
5188019,Lean,Teen And Up Audiences,F/M,Star Wars: Rebels,"Kanan Jarrus & Hera Syndulla, Kanan Jarrus/Hera Syndulla","Kanan Jarrus, Hera Syndulla, Garazeb ""Zeb"" Orrelios, Sabine Wren, Ezra Bridger, C1-10P | Chopper","Hurt/Comfort, Emotional Hurt/Comfort, Nightmares, Triggers, Major Character Injury, TW: Non-consensual drug use, TW: mentions of trafficking, Threats of Rape/Non-Con, Space family, Family Dynamics, Animal Death, Canon-Typical Violence, Doesn't this story sound fun?, TW: Darth Vader, TW: Reality tv",English,2015-11-11,Completed,2016-01-24,9128,9/9,99,333,39,5137
4287831,Rainfall,General Audiences,Gen,"Star Wars: Rebels, Star Wars - All Media Types",,"Ezra Bridger, Kanan Jarrus, Garazeb ""Zeb"" Orrelios, Hera Syndulla","Sickfic, Hurt/Comfort",English,2015-07-07,Completed,2015-12-30,23357,10/10,52,326,65,5559
16231907,Perihelion,Mature,F/M,"Star Wars: Rebels, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars - All Media Types","Ahsoka Tano/Darth Vader, Anakin Skywalker & Ahsoka Tano, Ahsoka Tano & Darth Vader, Anakin Skywalker/Ahsoka Tano","Darth Vader, Anakin Skywalker, Sheev Palpatine | Darth Sidious, Ahsoka Tano","Canon-Typical Violence, Alternate Universe - Canon Divergence, Angst, Fix-It, Rating May Change, Slow Burn",English,2018-10-08,Updated,2019-04-18,7660,5/?,60,326,48,4813
7592956,The Wild Chance of Living,Mature,F/F,"Star Wars: Rebels, Star Wars: Darth Vader (Comics)","Ahsoka Tano & Darth Vader, CT-7567 | Rex & Ahsoka Tano, Ahsoka Tano/Aphra","Ahsoka Tano, Aphra (Star Wars), Darth Vader, CT-7567 | Rex","ahsoka lives, the skywalker family tragedy, Post-Episode: s02e19-20 Twilight of the Apprentice",English,2016-07-26,Completed,2016-07-26,4050,1/1,29,323,50,3504
6446410,The Art of Letting Go,Teen And Up Audiences,Gen,"Star Wars Prequel Trilogy, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebels","Anakin Skywalker & Ahsoka Tano, Dooku & Yoda, Obi-Wan Kenobi & Anakin Skywalker, Dooku & Qui-Gon Jinn, Qui-Gon Jinn & Obi-Wan Kenobi","Yoda, Dooku | Darth Tyranus, Obi-Wan Kenobi, Anakin Skywalker | Darth Vader, Ahsoka Tano",Master & Padawan Relationship(s),English,2016-04-03,Completed,2016-04-03,2957,1/1,70,323,97,4040
15817191,Troubling Voices,Teen And Up Audiences,"F/M, Other","Star Wars - All Media Types, Star Wars Original Trilogy, Star Wars: Rebels","Leia Organa & Luke Skywalker, Luke Skywalker & Darth Vader, Padme Amidala & Anakin Skywalker","Luke Skywalker, Anakin Skywalker | Darth Vader, Sheev Palpatine | Darth Sidious, Leia Organa, Bail Organa, Cassian Andor, Kanan Jarrus, Ezra Bridger, Thrawn | Mitth'raw'nuruodo, Obi-Wan Kenobi, Firmus Piett, Maximilian Veers, Alexsandr Kallus","Spy-craft, Voice Acting, very elaborate plots, Conscription, Father-Son Relationship, Brother-Sister Relationships, Non-Force Sensitive Luke Skywalker, Luke Skywalker is not a Jedi, Angst, Family Feels, Fluff",English,2018-08-27,Completed,2018-09-09,57751,2/2,53,322,106,4930
7261390,All's Fair,Explicit,"M/M, Multi","Star Wars: The Clone Wars (2008) - All Media Types, Star Wars - All Media Types, Star Wars: Rebels",Obi-Wan/surprise CMC(canon male character),,"sex and rebellions, GFY",English,2016-06-21,Completed,2016-06-23,3104,3/3,38,321,7,2982
6528829,Begin Again,Teen And Up Audiences,Gen,"Star Wars - All Media Types, Star Wars: Rebels","Anakin Skywalker & Ahsoka Tano, Ahsoka Tano & Darth Vader","Ahsoka Tano, Anakin Skywalker | Darth Vader, Sheev Palpatine | Darth Sidious, CC-3636 | Wolffe, CC-5576-39 | Gregor, CT-7567 | Rex, Ezra Bridger, Original Characters","Age Regression/De-Aging, Post-Twilight of the Apprentice, Alternate Universe - Canon Divergence, GFY",English,2016-04-11,Completed,2016-10-17,10784,10/10,107,320,44,5421
3229058,Raeviss Fever,General Audiences,M/M,"Star Wars: Rebels, Star Wars - All Media Types",Ezra Bridger/Kanan Jarrus,"Ezra Bridger, Kanan Jarrus, Garazeb ""Zeb"" Orrelios, Sabine Wren, Hera Syndulla","Hurt/Comfort, Sickfic, Master & Padawan Relationship(s)",English,2015-01-25,Completed,2015-02-13,17017,8/8,36,320,38,9291
10947714,Fate Defied,Teen And Up Audiences,Gen,"Star Wars - All Media Types, Star Wars: Rebels","Obi-Wan Kenobi & Leia Organa, Ezra Bridger & Leia Organa","Leia Organa, Obi-Wan Kenobi, Ezra Bridger, Darth Maul","Alternate Universe - Role Reversal, Alternate Universe - Luke and Leia Switched, leia skywalker - Freeform, Alternate Universe - Canon Divergence, Episode: s03e20 Twin Suns",English,2017-05-19,Completed,2017-05-19,16037,1/1,12,318,12,3755
10799415,You Stick Around I'll Make It Worth Your While,General Audiences,M/M,"Star Wars - All Media Types, Star Wars: Rebels",Ezra Bridger/Luke Skywalker,"Ezra Bridger, Luke Skywalker, Obi-Wan Kenobi, Owen Lars, Beru Whitesun, C1-10P | Chopper","Pre-Relationship, Meet-Cute, if meet-cute involves getting stranded in the desert and almost dying, Getting Together",English,2017-05-02,Completed,2017-05-02,13469,1/1,39,316,78,2748
3396131,Chance Meetings,General Audiences,Gen,"Star Wars: Rebels, Star Wars - All Media Types, Star Wars: The Clone Wars (2008) - All Media Types",,"Kanan Jarrus | Caleb Dume, Sugi","Backstory, Order 66",English,2015-02-20,Completed,2015-02-20,1787,1/1,16,316,29,2116
11787432,Backdrifting,Not Rated,"M/M, Other","Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebels",Obi-Wan Kenobi/CT-7567 | Rex,"Everyone from TCW, Plus a very confused geriatric but still badass Rex","Time Travel Fix-It, That's it that's the plot, Obi-Wan has sex with Rexs from multiple timelines, Also Qui-Ghost ships it he ships it hard, This is definitely all his fault",English,2017-08-13,Updated,2017-08-12,647,1/?,55,316,34,2616
9367076,Let The Storm Descend,Teen And Up Audiences,Gen,"Star Wars: Rebels, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars - All Media Types",,"Darth Maul, Ezra Bridger, Obi-Wan Kenobi, Satine Kryze, Padme Amidala, Anakin Skywalker, Savage Opress, Depa Billaba, Kanan Jarrus, Ahsoka Tano","maul has no plan, nobody told him that time travelers are supposed to stick to the known chain of events either, This is actually not a crack, ezra bridger as the universal moral compass, obi-wan vs the surreal reality, Women In Power",English,2017-01-17,Updated,2017-09-21,14197,5/?,133,315,63,4760
6590149,Fractured,General Audiences,Gen,"Star Wars: Rebels, Star Wars: The Clone Wars (2008) - All Media Types",Anakin Skywalker & Ahsoka Tano,"Darth Vader, Anakin Skywalker, Ahsoka Tano, Sheev Palpatine","Post-Episode: s02e19-20 Twilight of the Apprentice, Master & Padawan Relationship(s), Memories, Ahsoka Tano Lives",English,2016-04-18,Completed,2016-04-18,1451,1/1,50,313,54,3452
10934508,When the Kids Aren't Looking,Teen And Up Audiences,"F/M, Other","Star Wars: Rebels, Star Wars - All Media Types","Kanan Jarrus/Hera Syndulla, Kanan Jarrus & Hera Syndulla","Kanan Jarrus, Hera Syndulla, Ezra Bridger, Garazeb ""Zeb"" Orrelios, Sabine Wren, C1-10P | Chopper, CT-7567 | Rex","Space family, relationships, Fluff, but also drama, grasping onto the happy moments, I'm Bad At Tagging",English,2017-05-18,Completed,2018-03-06,50263,65/65,55,312,12,7576
17032317,Balance Point,Teen And Up Audiences,Gen,"Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebels",Ahsoka Tano & Darth Vader,"Ahsoka Tano, Darth Vader, Anakin Skywalker | Darth Vader, Sheev Palpatine | Darth Sidious, AZI-3 (Star Wars)","Alternate Universe - Canon Divergence, Episode: s02e21-22 Twilight of the Apprentice, Malachor, Sith ghosts, Redemption, Darth Vader Redemption, Canon-Typical Violence, canon-typical angst, force torture, Bail Organa - Freeform, Rex - Freeform, Ghost Crew - Freeform",English,2018-12-17,Completed,2019-01-23,34380,5/5,96,311,74,4057
13667118,Firebringer,Teen And Up Audiences,,"Star Wars - All Media Types, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Clone Wars (2003) - All Media Types, Star Wars: Rebels","CC-2224 | Cody & Obi-Wan Kenobi, Obi-Wan Kenobi & Ahsoka Tano, 212th Attack Battalion & Obi-Wan Kenobi, Ezra Bridger & CT-7567 | Rex","Obi-Wan Kenobi, 212th Attack Battalion, CC-2224 | Cody, CT-7567 | Rex, Ahsoka Tano, Kanan Jarrus, Ezra Bridger","Female Obi-Wan Kenobi, Wingfic, Wings, Alternate Universe - Canon Divergence",English,2018-03-09,Completed,2018-03-09,4062,1/1,14,311,14,4347
5620675,Run,Teen And Up Audiences,Gen,"Star Wars - All Media Types, Star Wars Prequel Trilogy, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars Episode III: Revenge of the Sith, Star Wars: Rebels","Depa Billaba & Kanan Jarrus, Depa Billaba & Caleb Dume, Depa Billaba & CC-10/994 | Grey, Caleb Dume & CC-10/994 | Grey","Depa Billaba, Caleb Dume, Kanan Jarrus, CC-10/994 | Grey, Commander Grey","Alternate Universe, Alternate Universe - Canon Divergence, Order 66, Order 66 doesn't go exactly the way it's supposed to, Tissue Warning, Read at Your Own Risk, Depa loves all of her children, Caleb is a survivor, Grey wants to shoot everyone in charge",English,2016-01-03,Completed,2016-01-17,3609,3/3,59,311,20,3551
2845064,Chase the Sun,Teen And Up Audiences,F/M,Star Wars: Rebels,Kanan Jarrus/Hera Syndulla,"Hera Syndulla, Kanan Jarrus, CT-7567 | Rex","UST, PRST, Action/Adventure, Aftershocks of Order 66, But where did Kanan get the holocron",English,2014-12-24,Updated,2015-01-21,25435,4/?,69,310,60,6108
6070624,Repeat After Me,General Audiences,F/M,Star Wars: Rebels,Kanan Jarrus/Hera Syndulla,"Hera Syndulla, Original Characters, C1-10P | Chopper, Kanan Jarrus","Backstory, Episode: s02e16 Homecoming, Languages and Linguistics, Twi'leks",English,2016-02-21,Completed,2016-02-21,1291,1/1,23,309,46,2221
17627273,Every Colour But Red,Not Rated,Gen,"Star Wars - All Media Types, Star Wars: Rebels",Kanan Jarrus/Hera Syndulla,"Sabine Wren, Ezra Bridger, Kanan Jarrus, Hera Syndulla, Garazeb ""Zeb"" Orrelios, Chopper (Star Wars), Fenn Rau, Bo-Katan Kryze, Mandalorians, Alexsandr Kallus, Fifth Brother (Star Wars), Thrawn | Mitth'raw'nuruodo, Grand Inquisitor (Star Wars), Gar Saxon","Every Colour but Red 2.0 at your service!, me playing fast and loose with Mandalorian history, seriously i'm taking full advantage of the relative emptiness of canon Mando stuff, i'm basically sticking everything I like into a blender and hitting the on button, warnings for discussion of child kidnapping, Genocide, Implied/Referenced Child Abuse, adults taking (non-sexual) advantage of children, Family Issues, Family Feels, warnings will be updated as needed",English,2019-02-02,Updated,2019-12-15,73713,14/?,224,308,15,3369
4216917,Talking to Strangers,General Audiences,Multi,Star Wars: Rebels,Kanan Jarrus/Hera Syndulla,"Ezra Bridger, Kanan Jarrus, Hera Syndulla, Sabine Wren, Luke Skywalker, Han Solo","shameless shameless shameless fanservice, basically i'm at the point where if you give me a character you want in here i'll put them in, but only after i've put all my faves in, sorry - Freeform",English,2015-06-27,Updated,2016-02-27,21229,14/?,44,307,60,5368
3370538,Sum of Our Parts,Teen And Up Audiences,Gen,"Star Wars - All Media Types, Star Wars: Rebels",,"Kanan Jarrus, Wilhuff Tarkin, Depa Billaba, Ezra Bridger, Sabine Wren, Garazeb ""Zeb"" Orrelios, Hera Syndulla","post-ep call to action, background kanan/hera",English,2015-02-16,Completed,2015-02-16,4465,1/1,7,306,37,4312
6714817,Fade to Black and Back,Explicit,F/M,Star Wars: Rebels,"Kanan Jarrus/Hera Syndulla, Ketsu Onyo/Sabine Wren, CT-7567 | Rex & Ahsoka Tano","Kanan Jarrus, Hera Syndulla, Ezra Bridger, CT-7567 | Rex, Sabine Wren, Ketsu Onyo, Garazeb ""Zeb"" Orrelios, Ahsoka Tano, Depa Billaba, C1-10P | Chopper, Cham Syndulla","Phone Sex, Well Holocom Sex Actually, Cunnilingus, Walking In On Someone, Embarrassment, Fluff and Smut, Blow Jobs, Shower Sex, Vaginal Fingering, Power Play, Inappropriate Use of the Force, Sex Toys, Mutual Masturbation, Reference to Canonical Character Death, 69 (Sex Position), Injury Recovery, Hurt/Comfort, Caretaking, Cowgirl Position, PIV, Physical Abuse, Dirty Talk, Canon-Typical Violence, Drunk Sex, Anal Sex, Rimming, Bondage, Flogging, Original Character(s), Group Sex, Intercrural Sex, Angst, Blind Character",English,2016-05-01,Completed,2016-05-22,47273,20/20,393,305,21,9900
10713552,Worth the Wait,General Audiences,"F/M, M/M",Star Wars: Rebels,"Kallus | ISB-021/Garazeb ""Zeb"" Orrelios, Kanan Jarrus/Hera Syndulla","Garazeb ""Zeb"" Orrelios, Kallus | ISB-021, Sabine Wren, Hera Syndulla, Kanan Jarrus, Ezra Bridger, C1-10P | Chopper","After Zero Hour, Crewmates as family, Falling In Love, no one trusts Kallus, Except Zeb, life debts, Fluff, lots of fluff, Sabine Wren kicks butt, Slow Burn, I'm Bad At Tagging, alternating povs, Sharing a Bed",English,2017-04-23,Completed,2017-04-28,9775,5/5,66,305,33,3493
